"index";"Company";"TypeName";"Inches";"pixle_width";"pixle_height";"touchscreen";"cpu_speed";"cpu_brand";"cpu_";"Ram";"memmory_type";"primary_storage";"secondary_storage";"gpu_";"Gpu_brand";"OpSys";"Weight";"Price"
889;"Lenovo";"Notebook";17.0;1600;900;0;2.2;"AMD";"A4-Series 7210";4;"HDD";500;0;" Radeon R3";"AMD";"window";2.8;20193
890;"HP";"Notebook";14.0;1920;1080;0;2.5;"Intel";"Core i5";4;"SSD";128;0;" HD Graphics 620";"Intel";"window";2.0;67399
891;"HP";"2 in 1 Convertible";13.0;3200;1800;1;2.7;"Intel";"Core i7";16;"SSD";256;0;" HD Graphics 620";"Intel";"window";1.4;74539
892;"Samsung";"Ultrabook";15.0;1920;1080;0;2.7;"Intel";"Core i7";8;"SSD";256;0;" HD Graphics 620";"Intel";"window";1.2;90523
893;"Lenovo";"Ultrabook";14.0;1920;1080;0;2.5;"Intel";"Core i5";8;"SSD";256;0;" HD Graphics 620";"Intel";"window";1.3;95851
894;"MSI";"Gaming";17.0;3840;2160;0;2.6;"Intel";"Core i7";16;"Hybrid";512;2048;" GeForce GTX 1060";"Nvidia";"window";2.4;141139
895;"Toshiba";"Notebook";13.0;1920;1080;0;2.5;"Intel";"Core i5";8;"SSD";256;0;" HD Graphics 620";"Intel";"window";1.1;78588
896;"Dell";"Gaming";16.0;1920;1080;0;2.8;"Intel";"Core i7";8;"HDD";1024;0;" GeForce GTX 1050Ti";"Nvidia";"linux";2.6;49497
897;"HP";"Notebook";16.0;1920;1080;0;2.7;"Intel";"Core i7";8;"HDD";1024;0;" GeForce 930MX";"Nvidia";"window";2.0;47952
898;"Dell";"Notebook";16.0;1366;768;0;2.0;"Intel";"Core i3";4;"HDD";1024;0;" Radeon R5 M420X";"AMD";"window";2.2;32714
899;"Dell";"Notebook";16.0;1920;1080;0;2.6;"Intel";"Core i5";8;"HDD";500;0;" HD Graphics 620";"Intel";"window";1.9;49817
900;"Dell";"2 in 1 Convertible";13.0;3200;1800;1;1.3;"Intel";"Core i7";8;"SSD";512;0;" HD Graphics 615";"Intel";"window";1.2;107258
901;"Asus";"Gaming";17.0;1920;1080;0;2.7;"Intel";"Core i7";32;"SSD";256;256;" GeForce GTX 980M";"Nvidia";"window";3.6;68145
902;"Dell";"2 in 1 Convertible";13.0;1920;1080;1;1.3;"Intel";"Core i7";16;"SSD";256;0;" HD Graphics 615";"Intel";"window";1.2;87859
903;"Lenovo";"Ultrabook";14.0;1920;1080;0;2.7;"Intel";"Core i7";8;"Flash Storage";256;0;" HD Graphics 620";"Intel";"window";1.1;109171
904;"Lenovo";"Notebook";16.0;1920;1080;0;2.5;"Intel";"Core i5";8;"SSD";512;0;" HD Graphics 620";"Intel";"window";2.0;104588
905;"LG";"Ultrabook";16.0;1920;1080;1;2.7;"Intel";"Core i7";16;"SSD";512;0;" HD Graphics 620";"Intel";"window";1.1;111835
906;"HP";"Netbook";13.0;1920;1080;0;2.7;"Intel";"Core i7";8;"SSD";512;0;" HD Graphics 620";"Intel";"window";1.3;79014
907;"Acer";"Notebook";16.0;1920;1080;0;1.5;"Intel";"Celeron Dual";4;"Flash Storage";16;0;" HD Graphics";"Intel";"other";2.2;19128
908;"Lenovo";"Notebook";16.0;1920;1080;0;2.3;"Intel";"Core i5";8;"Hybrid";128;1024;" GeForce GTX 960M";"Nvidia";"window";2.6;42038
909;"LG";"Ultrabook";14.0;1920;1080;1;2.7;"Intel";"Core i7";8;"SSD";512;0;" HD Graphics 620";"Intel";"window";1.0;101179
910;"Dell";"Notebook";14.0;1920;1080;0;2.8;"Intel";"Core i5";8;"SSD";256;0;" HD Graphics 620";"Intel";"window";1.6;64202
911;"HP";"Ultrabook";13.0;3840;2160;1;1.2;"Intel";"Core M";8;"SSD";240;0;" HD Graphics 515";"Intel";"window";1.1;165168
912;"Lenovo";"Notebook";16.0;1920;1080;0;2.7;"Intel";"Core i7";6;"SSD";256;0;" GeForce 940MX";"Nvidia";"window";2.2;42038
913;"HP";"Notebook";16.0;1920;1080;0;2.7;"Intel";"Core i7";8;"SSD";256;0;" GeForce 930MX";"Nvidia";"window";2.0;54292
914;"Acer";"Notebook";16.0;1920;1080;0;2.4;"Intel";"Core i3";4;"HDD";1024;0;" HD Graphics 620";"Intel";"window";2.4;26587
915;"Lenovo";"Notebook";13.0;1920;1080;0;2.5;"Intel";"Core i5";4;"SSD";128;0;" HD Graphics 620";"Intel";"window";1.4;46940
916;"HP";"Notebook";13.0;1920;1080;0;2.5;"Intel";"Core i5";8;"SSD";256;0;" HD Graphics 620";"Intel";"window";1.5;51149
917;"MSI";"Gaming";17.0;1920;1080;0;2.8;"Intel";"Core i7";16;"Hybrid";256;1024;" GeForce GTX 1050 Ti";"Nvidia";"window";2.7;85195
918;"Dell";"Gaming";16.0;1920;1080;0;2.8;"Intel";"Core i7";16;"Hybrid";128;1024;" GeForce GTX 1050 Ti";"Nvidia";"window";2.6;71875
919;"MSI";"Gaming";16.0;1920;1080;0;2.5;"Intel";"Core i5";8;"Hybrid";128;1024;" GeForce GTX 1050";"Nvidia";"window";2.2;59669
920;"Dell";"Notebook";16.0;1366;768;0;2.5;"Intel";"Core i5";4;"HDD";1024;0;" Radeon R5 M420";"AMD";"window";2.2;36496
921;"HP";"Ultrabook";16.0;1920;1080;0;2.5;"Intel";"Core i7";8;"SSD";256;0;" Radeon R7 M365X";"AMD";"window";1.8;69104
924;"Lenovo";"2 in 1 Convertible";13.0;1920;1080;1;2.5;"Intel";"Core i5";8;"SSD";512;0;" HD Graphics 620";"Intel";"window";1.4;97236
925;"Dell";"Notebook";16.0;1366;768;0;2.3;"Intel";"Core i5";4;"HDD";500;0;" HD Graphics 520";"Intel";"window";2.0;38889
926;"Lenovo";"Ultrabook";13.0;1920;1080;0;2.7;"Intel";"Core i7";8;"SSD";256;0;" HD Graphics 620";"Intel";"window";1.4;87912
927;"HP";"Notebook";16.0;1920;1080;0;2.3;"Intel";"Core i5";8;"SSD";256;0;" HD Graphics 520";"Intel";"window";2.3;62071
928;"Dell";"Notebook";16.0;1366;768;0;2.5;"Intel";"Core i5";4;"HDD";1024;0;" HD Graphics 620";"Intel";"window";2.2;37725
929;"HP";"Notebook";14.0;1366;768;0;2.3;"Intel";"Core i5";4;"HDD";500;0;" HD Graphics 520";"Intel";"window";2.0;61219
930;"Lenovo";"Notebook";16.0;1366;768;0;1.1;"Intel";"Pentium Quad";4;"HDD";1024;0;" HD Graphics 505";"Intel";"window";2.2;16464
931;"HP";"Ultrabook";13.0;1920;1080;0;2.3;"Intel";"Core i5";4;"HDD";500;0;" HD Graphics 520";"Intel";"window";1.3;84129
932;"HP";"Notebook";16.0;1366;768;0;1.6;"Intel";"Celeron Dual";4;"HDD";1024;0;" HD Graphics 400";"Intel";"N/A";1.9;15393
933;"Lenovo";"2 in 1 Convertible";13.0;3200;1800;1;2.2;"Intel";"Core i7";16;"SSD";1024;0;" Iris Graphics 540";"Intel";"window";1.3;95851
934;"Toshiba";"Notebook";14.0;1920;1080;0;2.3;"Intel";"Core i5";4;"SSD";128;0;" HD Graphics 520";"Intel";"window";1.5;58874
935;"HP";"Netbook";13.0;1920;1080;0;2.3;"Intel";"Core i5";8;"SSD";256;0;" HD Graphics 520";"Intel";"window";1.3;88924
936;"Dell";"Notebook";16.0;1366;768;0;2.0;"Intel";"Core i3";4;"HDD";1024;0;" HD Graphics 520";"Intel";"window";2.2;29762
937;"MSI";"Gaming";16.0;1920;1080;0;2.8;"Intel";"Core i7";8;"Hybrid";128;1024;" GeForce GTX 1050";"Nvidia";"window";2.2;63883
939;"Dell";"Gaming";17.0;2560;1440;0;2.7;"Intel";"Core i7";16;"Hybrid";512;1024;" GeForce GTX 1080";"Nvidia";"window";4.4;146946
940;"HP";"Gaming";17.0;1920;1080;0;2.3;"Intel";"Core i5";8;"Hybrid";128;1024;" GeForce GTX 965M";"Nvidia";"window";2.8;74539
941;"Asus";"Notebook";17.0;1600;900;0;1.6;"Intel";"Pentium Quad";4;"HDD";1024;0;" GeForce 920MX";"Nvidia";"window";2.8;28238
942;"Acer";"Notebook";16.0;1366;768;0;2.5;"Intel";"Core i5";4;"HDD";500;0;" HD Graphics 620";"Intel";"window";2.2;32980
943;"Toshiba";"Notebook";16.0;1366;768;0;2.3;"Intel";"Core i5";8;"SSD";256;0;" HD Graphics 520";"Intel";"window";2.2;59620
944;"Lenovo";"2 in 1 Convertible";11.0;1920;1080;1;1.2;"Intel";"Core M";8;"SSD";256;0;" HD Graphics 515";"Intel";"window";1.1;69211
945;"Lenovo";"Gaming";16.0;1920;1080;0;2.1;"AMD";"FX 8800P";16;"Hybrid";512;1024;" Radeon R9 M385";"AMD";"window";2.5;53227
946;"Dell";"Ultrabook";13.0;1920;1080;1;2.5;"Intel";"Core i5";8;"SSD";256;0;" HD Graphics";"Intel";"window";1.4;78439
947;"Lenovo";"Notebook";16.0;1920;1080;0;2.7;"Intel";"Core i7";8;"HDD";1024;0;" GeForce 920MX";"Nvidia";"N/A";2.2;36497
948;"Dell";"Notebook";17.0;1600;900;0;2.0;"Intel";"Core i3";4;"HDD";1024;0;" Radeon R7 M445";"AMD";"window";2.4;35112
949;"Acer";"Notebook";14.0;1366;768;0;1.6;"Intel";"Celeron Dual";4;"Flash Storage";32;0;" HD Graphics 400";"Intel";"other";1.7;18595
950;"HP";"Workstation";16.0;1920;1080;0;2.7;"Intel";"Core i7";8;"SSD";8;0;" Quadro M1000M";"Nvidia";"window";2.0;119827
951;"Dell";"Ultrabook";14.0;1920;1080;0;2.8;"Intel";"Core i7";8;"SSD";256;0;" HD Graphics 620";"Intel";"window";1.4;94572
952;"Toshiba";"Notebook";13.0;1920;1080;0;2.3;"Intel";"Core i5";8;"SSD";256;0;" HD Graphics 520";"Intel";"window";1.2;77789
953;"Asus";"2 in 1 Convertible";13.0;1920;1080;0;1.2;"Intel";"Core M";8;"Flash Storage";64;0;" HD Graphics 515";"Intel";"other";1.2;61752
954;"Lenovo";"Ultrabook";14.0;1920;1080;0;2.6;"Intel";"Core i7";8;"SSD";256;0;" HD Graphics 520";"Intel";"window";1.7;79333
955;"Dell";"Gaming";17.0;3840;2160;0;2.8;"Intel";"Core i7";16;"Hybrid";512;1024;" GeForce GTX 1070";"Nvidia";"window";4.4;168045
956;"Dell";"2 in 1 Convertible";13.0;1920;1080;1;1.2;"Intel";"Core i5";8;"SSD";256;0;" HD Graphics 615";"Intel";"window";1.2;101179
957;"HP";"2 in 1 Convertible";12.0;1366;768;1;1.1;"Intel";"Pentium Quad";4;"SSD";256;0;" HD Graphics 505";"Intel";"window";1.5;41292
958;"Dell";"Ultrabook";13.0;3200;1800;0;2.5;"Intel";"Core i7";8;"SSD";256;0;" HD Graphics 520";"Intel";"window";1.3;67559
959;"Acer";"2 in 1 Convertible";12.0;1366;768;1;1.6;"Intel";"Celeron Dual";4;"Flash Storage";32;0;" HD Graphics 400";"Intel";"other";1.3;20726
960;"Toshiba";"Notebook";13.0;1920;1080;0;2.4;"Intel";"Core i5";8;"SSD";256;0;" HD Graphics 520";"Intel";"window";1.2;81785
961;"Lenovo";"Ultrabook";13.0;1920;1080;0;2.6;"Intel";"Core i5";8;"SSD";256;0;" HD Graphics 620";"Intel";"window";1.4;93773
962;"Acer";"Notebook";16.0;1920;1080;0;2.5;"Intel";"Core i5";12;"Hybrid";128;1024;" GeForce GTX 950M";"Nvidia";"window";2.4;53760
963;"Toshiba";"Ultrabook";13.0;1920;1080;1;2.7;"Intel";"Core i7";8;"SSD";512;0;" HD Graphics 620";"Intel";"window";1.1;95371
964;"HP";"Notebook";16.0;1366;768;0;2.5;"Intel";"Core i5";8;"HDD";1024;0;" GeForce 930MX";"Nvidia";"window";2.0;45102
965;"Dell";"Notebook";16.0;1366;768;0;2.0;"Intel";"Core i3";4;"HDD";1024;0;" Radeon R5 M430";"AMD";"linux";2.3;24808
966;"Dell";"Notebook";16.0;1366;768;0;2.5;"Intel";"Core i5";4;"HDD";500;0;" HD Graphics 620";"Intel";"window";1.9;43956
967;"HP";"Notebook";16.0;1920;1080;0;2.4;"Intel";"Core i3";4;"HDD";500;0;" HD Graphics 620";"Intel";"window";2.0;36497
968;"Dell";"Gaming";17.0;1920;1080;0;2.8;"Intel";"Core i7";32;"Hybrid";256;1024;" GeForce GTX 1070";"Nvidia";"window";4.4;167779
969;"Lenovo";"Notebook";16.0;1920;1080;0;2.5;"Intel";"Core i5";6;"SSD";256;0;" GeForce 920MX";"Nvidia";"window";2.4;37030
970;"Dell";"2 in 1 Convertible";13.0;3200;1800;1;1.3;"Intel";"Core i7";16;"SSD";512;0;" HD Graphics 615";"Intel";"window";1.2;101179
971;"Dell";"Ultrabook";14.0;2560;1440;1;2.6;"Intel";"Core i7";8;"SSD";256;0;" HD Graphics 520";"Intel";"window";1.5;104588
972;"Dell";"Gaming";17.0;1920;1080;0;2.6;"Intel";"Core i7";32;"Hybrid";256;1024;" GeForce GTX 1070";"Nvidia";"window";4.4;149184
973;"Toshiba";"Notebook";14.0;1920;1080;0;2.3;"Intel";"Core i5";8;"SSD";256;0;" HD Graphics 520";"Intel";"window";2.0;62870
974;"Asus";"Gaming";17.0;1920;1080;0;2.8;"Intel";"Core i7";16;"Hybrid";256;1024;" GeForce GTX 1060";"Nvidia";"window";2.7;109219
975;"HP";"Notebook";16.0;1920;1080;0;2.7;"Intel";"Core i5";8;"Hybrid";128;1024;" GeForce 930MX";"Nvidia";"window";2.0;52161
976;"Lenovo";"Notebook";14.0;1366;768;0;2.3;"Intel";"Core i5";4;"Hybrid";508;0;" HD Graphics 520";"Intel";"window";1.7;53387
977;"Asus";"2 in 1 Convertible";16.0;3840;2160;1;2.7;"Intel";"Core i7";16;"Hybrid";512;2048;" GeForce GTX 950M";"Nvidia";"window";2.3;95851
979;"Asus";"Gaming";17.0;1920;1080;0;2.8;"Intel";"Core i7";16;"Hybrid";256;1024;" GeForce GTX 1050 Ti";"Nvidia";"window";3.0;93187
980;"Dell";"2 in 1 Convertible";16.0;1920;1080;1;2.7;"Intel";"Core i7";12;"SSD";512;0;" HD Graphics 620";"Intel";"window";2.2;69211
981;"Toshiba";"Notebook";13.0;1920;1080;0;2.3;"Intel";"Core i5";4;"SSD";128;0;" HD Graphics 520";"Intel";"window";1.2;63670
982;"Lenovo";"Notebook";16.0;1920;1080;0;3.6;"AMD";"A12-Series 9720P";6;"SSD";256;0;" Radeon 530";"AMD";"window";2.2;29251
983;"Fujitsu";"Notebook";16.0;1366;768;0;2.3;"Intel";"Core i5";4;"SSD";256;0;" HD Graphics 520";"Intel";"window";2.3;34579
984;"Toshiba";"Notebook";14.0;1366;768;0;2.3;"Intel";"Core i5";4;"HDD";500;0;" HD Graphics 520";"Intel";"window";1.8;48751
985;"Dell";"Notebook";16.0;1366;768;0;2.5;"Intel";"Core i5";4;"HDD";500;0;" Radeon R5 M430";"AMD";"window";2.3;31915
986;"HP";"Notebook";16.0;1920;1080;0;2.5;"Intel";"Core i5";8;"HDD";1024;0;" HD Graphics 620";"Intel";"window";2.0;42944
987;"Lenovo";"Gaming";16.0;1920;1080;0;2.8;"Intel";"Core i7";8;"Hybrid";128;1024;" GeForce GTX 1060";"Nvidia";"window";2.5;63350
988;"Dell";"Notebook";16.0;1366;768;0;2.7;"Intel";"Core i7";8;"HDD";1024;0;" Radeon R7 M445";"AMD";"window";2.4;39907
989;"Dell";"Notebook";14.0;1920;1080;0;2.5;"Intel";"Core i5";8;"SSD";128;0;" HD Graphics 620 ";"Intel";"window";1.6;59620
990;"HP";"Netbook";13.0;1920;1080;0;1.2;"Intel";"Core M";8;"SSD";512;0;" HD Graphics 515";"Intel";"window";1.0;101658
991;"HP";"Notebook";16.0;1920;1080;0;2.0;"Intel";"Core i3";4;"Hybrid";128;1024;" Radeon 520";"AMD";"window";2.1;26587
992;"Lenovo";"Notebook";16.0;1366;768;0;1.1;"Intel";"Celeron Dual";4;"SSD";128;0;" HD Graphics 500";"Intel";"N/A";1.9;14419
993;"Lenovo";"Notebook";16.0;1920;1080;0;2.3;"Intel";"Core i5";8;"SSD";256;0;" HD Graphics 520";"Intel";"window";2.3;71875
995;"Asus";"Notebook";13.0;3200;1800;0;2.5;"Intel";"Core i5";8;"SSD";256;0;" HD Graphics 620";"Intel";"window";1.4;61272
996;"HP";"Ultrabook";13.0;1920;1080;1;2.7;"Intel";"Core i7";8;"SSD";256;0;" HD Graphics 620";"Intel";"window";1.1;71875
997;"Acer";"Notebook";16.0;1366;768;0;1.1;"Intel";"Pentium Quad";4;"HDD";500;0;" HD Graphics 505";"Intel";"window";2.4;20246
998;"Asus";"Gaming";16.0;1920;1080;0;2.8;"Intel";"Core i7";16;"Hybrid";256;1024;" GeForce GTX 1050 Ti";"Nvidia";"window";2.5;95851
999;"HP";"Ultrabook";14.0;1920;1080;0;2.7;"Intel";"Core i7";8;"SSD";512;0;" HD Graphics 620";"Intel";"window";1.5;111302
1000;"Acer";"Gaming";16.0;1920;1080;0;2.8;"Intel";"Core i7";8;"Hybrid";128;1024;" GeForce GTX 1050";"Nvidia";"window";2.7;67133
1001;"HP";"Notebook";13.0;1920;1080;0;2.5;"Intel";"Core i5";8;"SSD";256;0;" HD Graphics 620";"Intel";"window";1.3;63350
1002;"Dell";"Notebook";16.0;1366;768;0;2.4;"Intel";"Core i3";4;"SSD";128;0;" HD Graphics 620";"Intel";"window";2.2;29144
1003;"HP";"Notebook";14.0;1366;768;0;2.5;"Intel";"Core i5";4;"HDD";500;0;" HD Graphics 620";"Intel";"window";1.6;41505
1004;"Toshiba";"Notebook";13.0;1920;1080;0;2.3;"Intel";"Core i5";4;"SSD";128;0;" HD Graphics 520";"Intel";"window";1.2;63670
1005;"HP";"Notebook";14.0;1366;768;0;2.4;"Intel";"Core i5";4;"SSD";256;0;" HD Graphics 520";"Intel";"window";1.5;58607
1006;"HP";"Notebook";14.0;1920;1080;0;2.5;"Intel";"Core i5";4;"SSD";256;0;" HD Graphics 620";"Intel";"window";2.0;64202
1007;"HP";"Ultrabook";14.0;1920;1080;0;2.6;"Intel";"Core i7";8;"SSD";256;0;" HD Graphics 520";"Intel";"window";1.4;77203
1008;"HP";"Notebook";14.0;1920;1080;0;2.5;"Intel";"Core i5";8;"SSD";256;0;" GeForce 930MX";"Nvidia";"window";1.6;55905
1009;"HP";"Notebook";14.0;1366;768;0;2.4;"Intel";"Core i3";4;"HDD";500;0;" HD Graphics 620";"Intel";"window";1.6;36444
1010;"Dell";"Gaming";16.0;1920;1080;0;2.5;"Intel";"Core i5";8;"Hybrid";1024;0;" GeForce GTX 1050";"Nvidia";"window";2.7;50563
1011;"HP";"Ultrabook";13.0;1920;1080;0;2.5;"Intel";"Core i5";4;"HDD";500;0;" HD Graphics 620";"Intel";"window";1.3;81998
1012;"HP";"Notebook";14.0;1920;1080;0;2.5;"Intel";"Core i5";4;"SSD";256;0;" HD Graphics 620";"Intel";"window";1.5;84715
1013;"HP";"Ultrabook";14.0;1920;1080;0;2.5;"Intel";"Core i7";8;"SSD";256;0;" HD Graphics 520";"Intel";"window";1.5;100551
1014;"HP";"Notebook";13.0;1366;768;0;2.4;"Intel";"Core i3";4;"HDD";500;0;" HD Graphics 620";"Intel";"window";1.5;42624
1015;"Toshiba";"Notebook";13.0;1366;768;0;2.3;"Intel";"Core i5";8;"SSD";256;0;" HD Graphics 520";"Intel";"window";1.5;64469
1016;"HP";"Notebook";16.0;1366;768;0;2.4;"Intel";"Core i3";4;"SSD";256;0;" HD Graphics 620";"Intel";"window";2.0;41025
1017;"Lenovo";"Notebook";17.0;3840;2160;0;2.7;"Intel";"Core i7";16;"SSD";512;0;" Quadro 3000M";"Nvidia";"window";2.4;158135
1018;"Toshiba";"Notebook";14.0;1920;1080;0;2.3;"Intel";"Core i5";8;"SSD";256;0;" HD Graphics 520";"Intel";"window";1.5;79387
1019;"HP";"Notebook";14.0;1920;1080;0;2.5;"Intel";"Core i7";8;"SSD";256;0;" HD Graphics 520";"Intel";"window";1.4;118761
1020;"Dell";"2 in 1 Convertible";16.0;1920;1080;1;2.3;"Intel";"Core i3";4;"HDD";1024;0;" HD Graphics 520";"Intel";"window";2.1;42410
1021;"Toshiba";"Ultrabook";13.0;1920;1080;0;2.3;"Intel";"Core i5";8;"SSD";256;0;" HD Graphics 520";"Intel";"window";1.2;84715
1022;"HP";"Notebook";13.0;1920;1080;0;2.5;"Intel";"Core i5";8;"SSD";256;0;" HD Graphics 620";"Intel";"window";1.1;61219
1023;"HP";"Notebook";14.0;1920;1080;0;2.7;"Intel";"Core i7";8;"SSD";256;0;" GeForce 930MX";"Nvidia";"window";1.6;63160
1024;"Dell";"Notebook";16.0;1920;1080;0;2.4;"Intel";"Core i5";8;"HDD";500;0;" HD Graphics 520";"Intel";"window";2.1;55754
1025;"HP";"Ultrabook";13.0;1366;768;0;2.5;"Intel";"Core i5";4;"SSD";256;0;" HD Graphics 620";"Intel";"window";1.3;83064
1026;"HP";"Notebook";14.0;1366;768;0;2.5;"Intel";"Core i5";4;"HDD";500;0;" HD Graphics 620";"Intel";"window";2.3;63350
1027;"HP";"Notebook";14.0;1366;768;0;2.5;"Intel";"Core i5";4;"HDD";500;0;" HD Graphics 620";"Intel";"window";2.0;56477
1028;"Dell";"Ultrabook";13.0;3200;1800;1;2.5;"Intel";"Core i5";8;"SSD";256;0;" HD Graphics 620";"Intel";"window";1.3;86527
1029;"HP";"Notebook";17.0;1920;1080;0;2.5;"Intel";"Core i5";8;"SSD";256;0;" GeForce 930MX";"Nvidia";"window";2.6;57542
1030;"HP";"Notebook";14.0;1366;768;0;2.5;"Intel";"Core i5";4;"SSD";256;0;" HD Graphics 620";"Intel";"window";1.6;51841
1031;"Acer";"Notebook";16.0;1366;768;0;3.0;"AMD";"A9-Series 9420";6;"HDD";1024;0;" Radeon R5";"AMD";"window";2.1;21792
1032;"MSI";"Gaming";17.0;1920;1080;0;2.8;"Intel";"Core i7";8;"Hybrid";128;1024;" GeForce GTX 1050";"Nvidia";"window";2.7;63499
1033;"HP";"Notebook";14.0;1920;1080;0;2.3;"Intel";"Core i5";8;"SSD";256;0;" HD Graphics 520";"Intel";"window";2.0;63670
1034;"HP";"Notebook";16.0;1920;1080;0;2.5;"Intel";"Core i7";8;"SSD";256;0;" HD Graphics 520";"Intel";"window";1.8;65481
1035;"HP";"Ultrabook";13.0;1920;1080;0;2.5;"Intel";"Core i7";8;"SSD";256;0;" HD Graphics 520";"Intel";"window";1.3;71875
1036;"HP";"Notebook";16.0;1366;768;0;2.5;"Intel";"Core i5";4;"HDD";500;0;" HD Graphics 620";"Intel";"window";2.0;39534
1037;"Toshiba";"Ultrabook";14.0;1920;1080;0;2.6;"Intel";"Core i7";8;"SSD";256;0;" HD Graphics 520";"Intel";"window";1.5;91908
1038;"Dell";"Notebook";16.0;1920;1080;0;2.4;"Intel";"Core i5";8;"SSD";256;0;" HD Graphics 520";"Intel";"window";2.1;56634
1039;"HP";"Notebook";14.0;1920;1080;0;2.5;"Intel";"Core i5";8;"SSD";256;0;" HD Graphics 620";"Intel";"window";1.6;53840
1040;"Lenovo";"2 in 1 Convertible";16.0;1920;1080;1;2.5;"Intel";"Core i7";4;"SSD";256;0;" HD Graphics 520";"Intel";"window";1.8;45128
1041;"Vero";"Notebook";14.0;1366;768;0;1.4;"Intel";"Atom X5-Z8350";2;"Flash Storage";32;0;" HD Graphics 400";"Intel";"window";1.5;11231
1042;"Toshiba";"Notebook";16.0;1920;1080;0;2.5;"Intel";"Core i7";16;"SSD";256;0;" GeForce 930M";"Nvidia";"window";2.4;75924
1043;"Lenovo";"Notebook";16.0;1920;1080;0;2.3;"Intel";"Core i5";8;"SSD";256;0;" HD Graphics 520";"Intel";"window";2.3;55923
1044;"HP";"Notebook";14.0;1920;1080;0;2.3;"Intel";"Core i5";4;"HDD";500;0;" HD Graphics 520";"Intel";"window";1.5;53280
1045;"HP";"Notebook";16.0;1920;1080;0;2.4;"Intel";"Core i5";8;"Hybrid";256;500;" HD Graphics 520";"Intel";"window";1.8;112066
1046;"HP";"Notebook";14.0;1920;1080;0;2.3;"Intel";"Core i5";8;"SSD";256;0;" HD Graphics 520";"Intel";"window";1.4;78268
1047;"MSI";"Gaming";17.0;1920;1080;0;2.7;"Intel";"Core i7";16;"Hybrid";256;1024;" GeForce GTX 980M";"Nvidia";"window";3.8;82352
1048;"Lenovo";"Gaming";17.0;1920;1080;0;2.6;"Intel";"Core i7";16;"Hybrid";128;1024;" GeForce GTX 980M";"Nvidia";"window";4.6;122011
1049;"Asus";"Netbook";12.0;1366;768;0;1.6;"Intel";"Celeron Dual";4;"Flash Storage";16;0;" HD Graphics 400";"Intel";"other";1.2;15339
1050;"Lenovo";"Notebook";14.0;2560;1440;0;2.6;"Intel";"Core i7";16;"SSD";256;0;" HD Graphics 520";"Intel";"window";1.1;139594
1051;"HP";"Notebook";16.0;1920;1080;0;2.7;"Intel";"Core i7";8;"HDD";1024;0;" GeForce 940MX";"Nvidia";"window";1.9;52161
1052;"Dell";"2 in 1 Convertible";16.0;1920;1080;1;2.7;"Intel";"Core i5";8;"SSD";256;0;" HD Graphics 620";"Intel";"window";2.3;58288
1053;"HP";"Notebook";16.0;1366;768;0;2.5;"Intel";"Core i5";4;"SSD";256;0;" HD Graphics 620";"Intel";"window";2.0;52161
1054;"Dell";"Ultrabook";13.0;3200;1800;1;2.7;"Intel";"Core i7";16;"SSD";1024;0;" HD Graphics 620";"Intel";"window";1.2;120093
1055;"HP";"Notebook";16.0;1366;768;0;2.3;"Intel";"Core i3";4;"HDD";500;0;" HD Graphics 520";"Intel";"window";2.3;37570
1056;"HP";"Notebook";16.0;1366;768;0;2.5;"Intel";"Core i5";4;"HDD";500;0;" HD Graphics 620";"Intel";"N/A";2.0;26587
1057;"Acer";"Notebook";16.0;1366;768;0;2.2;"AMD";"A8-Series 7410";8;"HDD";1024;0;" Radeon R5";"AMD";"window";2.4;23923
1058;"Dell";"2 in 1 Convertible";13.0;1920;1080;1;2.7;"Intel";"Core i7";12;"SSD";256;0;" HD Graphics 620";"Intel";"window";1.6;69211
1059;"MSI";"Gaming";16.0;1920;1080;0;2.6;"Intel";"Core i7";16;"Hybrid";256;1024;" GeForce GTX 1060";"Nvidia";"window";2.9;96916
1061;"Asus";"Gaming";17.0;1920;1080;0;2.6;"Intel";"Core i7";16;"HDD";1024;0;" GeForce GTX 965M";"Nvidia";"N/A";4.0;53173
1062;"Dell";"Notebook";16.0;1920;1080;0;2.5;"Intel";"Core i5";4;"HDD";1024;0;" HD Graphics";"Intel";"window";2.3;29784
1063;"Dell";"Notebook";16.0;1920;1080;0;2.7;"Intel";"Core i7";16;"HDD";2048;0;" Radeon R7 M445";"AMD";"window";2.3;52747
1064;"MSI";"Gaming";16.0;1920;1080;0;2.6;"Intel";"Core i7";16;"Hybrid";256;1024;" GeForce GTX 1060";"Nvidia";"window";1.8;102777
1065;"Dell";"Ultrabook";13.0;1920;1080;0;2.7;"Intel";"Core i7";8;"SSD";256;0;" HD Graphics 620";"Intel";"window";1.3;77682
1066;"Asus";"Gaming";17.0;1920;1080;0;2.7;"Intel";"Core i7";64;"SSD";1024;0;" GeForce GTX 980 ";"Nvidia";"window";3.6;211788
1067;"Dell";"2 in 1 Convertible";13.0;1920;1080;1;2.5;"Intel";"Core i7";8;"SSD";256;0;" HD Graphics 520";"Intel";"window";1.6;42518
1068;"Dell";"Gaming";16.0;3840;2160;0;2.6;"Intel";"Core i7";16;"Hybrid";256;1024;" GeForce GTX 970M";"Nvidia";"window";3.2;70809
